id,name,nameEn,origin,originEn,genre,profile,profileEn,image,websiteUrl,snsTwitter,snsInstagram,snsYoutube,isFeatured
,大阪ハープカンパニー,OSAKA HARP COMPANY,,,music,関西では珍しいアイリッシュハープとコントラバスのアンサンブルユニットです。クラシックから映画音楽、ポピュラーまで幅広いジャンルをアレンジして演奏しています。,,,https://www.instagram.com/yokopiano05/,,,,
,CMK gallery,CMK gallery,,,exhibition,"CMK galleryは大阪・アメリカ村にあるグラフィティアートを専門とするストリートアートギャラリー。
個性豊かなアート作品の展示販売、建物内外を彩る大胆な壁画、唯一無二のデザイン作成、オリジナリティ溢れるアパレル・グッズ販売を提供し、ストリートカルチャーの魅力を多角的に発信しています。
前身となる「山栄ART工房」より20年以上の実績を誇るアートとファッションの融合を体感できる空間です。
各種ご依頼はお気軽にご相談ください。",,,https://www.cmkgallery.com/,,https://www.instagram.com/cmkgallery/,,
,BumblebeeJazz,BannblubeeJazu,,,music,"BumblebeeJazz は結成13年目のSaxJazzQuartetです。sax.pf.ba.dr.の4人でオリジナル曲と共に皆さんの聞き覚えのあるJazzを演奏します。
関西中心の活動ですが関東は荻窪、新宿、六本木でも演奏します。5月は奈良薬師寺じき堂でのファッションショーで演奏し300名の皆様と楽しく盛り上がりました。皆様と一体となる楽しく盛り上がる舞台をモットーに演奏しております。",,,,,https://www.instagram.com/bumblebeejazz8383/,,
,KERU,KERU,,,music,"ユニットKERUです。⁡
⁡ギター&ミニキーボード夫婦によるアコースティック演奏で昭和歌謡、フォーク、Jポップ、オリジナル曲等をしております。⁡
⁡ツインヴォーカルと息の合ったハーモニーを持ち味に皆さんに楽しんで頂けるよう音楽活動しております。",,,,,https://www.instagram.com/noritama_hizz/,,
,5％BERMUDA,5％BERMUDA,,,music,海外を飛び回るアーティスト,,,http://5BERMUDA.com,,,,
,MJダンサー【U-key】,MJ dancer U-key,,,dance,"大阪を拠点に活動しているMJダンサーの【U-key】ユーキです。
Michael Jacksonのダンススタイルで全国ストリートダンスコンテスト優勝や数々のステージに出演。
また、TikTokではフォロワー45万人、YouTubeチャンネル登録者数11万人などインフルエンサーとしても活動。",,,,,,,YouTubehttps://youtube.com/@mjdanceru-key?si=veHOVX4VMgIU5UV7TikTokhttps://www.tiktok.com/@dancerukey?_r=1&_t=ZS-97SGOmCzNSLInstagramhttps://www.instagram.com/ukeymjstylehiphop
,ポケティ,POCKETY,,,music,あにめていっくシンガー「ポケティ」は関西を中心に活動しています。昭和から令和まで様々なアニメソング中心にオリジナル曲も歌います。また、FMラヂオきしわだにて毎週金曜日夕方6時より「ポケティの金6アニ活放送部」のラジオパーソナリティとしても活動しています。,,,,http://x.com/poke_ty?,http://instagram.com/y_yp.oke?,,
,チンドン華乃家,Chindon Hananoya,,,street,代表の華乃家ケイは大阪難波を拠点に日本全国から海外も廻って30年！メンバーはミュージシャン若手も参入して新旧時代を超えた音楽パフォーマンスを繰り広げている。,,,,,https://www.instagram.com/hananoyakei/,,
,Atelier AL SAFAR,AL SAFAR & AL HAREEL,,,dance,大阪府アーティストバンク登録者・大阪市生涯教育インストラクターであり、オリエンタルダンス、トライバルフュージョンベリーダンスを踊る「ATIFA」と、キッズからママたちに人気のモダンなベリーダンスを踊る「まゆ」によるユニットです。,,,,,https://www.instagram.com/atifa0712/,,
,笑羽亭平大,shobateiheidai,,,traditional,笑羽亭平大は小学三年生の時に私の息子が自身で考えた名前です。子ども落語大会や主催のイベントや寄席など積極的に活動中です。（父が記入）,,,,,https://www.instagram.com/shobateiheidai_rakugo/,https://youtube.com/channel/UCC5SZjTV9oige_SVSGYYraQ,
,佐海ずう,saumizuu,,,exhibition,東京藝術大学出身、株式会社芳文社にて「死ぬより先に飯を食え」、株式会社Vスクロールコミックスにて「今日も母は繭の中」を連載中の大阪在住マンガ家。主に夜の街で働く女の子達を主人公に漫画を制作している。主な受賞歴ー2023年1月 -『性風俗で働くひとってどんなひと』で『マンガイチ』（小学館）佳作受賞。2025年4月 -『くちなしの花嫁』で『第6回トーチ漫画賞』今井哲也賞受賞。2025年10月 -『ひかげの朝ごはん』で『コミックトレイル漫画家オーディション2025』グランプリ受賞。2025年12月 -『今日も母は繭の中』で『Vコミ・エッセイ漫画大賞』優秀賞受賞。,,,,https://x.com/mohumohutikuwa,,,
,水本諭,mizumoto satoshi,,,music,"水本諭 mizumoto satoshi
山口県防府市出身のシンガー・ソングライター。
１８才の時、アコースティックギターに魅了され路上パフォーマンスを始める。
２００８年、シングル「月が笑う」でデビュー。
２０１０年、代表曲「美しいひと」のPVが映像関係者の目に留まり、ダマー国際映画祭にて特別上映される。
それに伴い、同楽曲が広島テレビ「進め！スポーツ元気丸」のエンディングテーマに採用される。
２０１１年、映画「少女たちの羅針盤」にミュージシャン役として出演、楽曲も披露した。
2014年、韓国ツアーを決行。 
2014年10月よりネッツトヨタ山口のＣＭソングに「ネガイゴト」、2015年6月より「JENGA」、2015年12月より「世界を超えて」、2016年11月「ワーク・ソング」が採用される。
2016年8月、レノファ山口認定ソング”Orange""をリリース、スタジアムでも披露した。
2016〜2017年、自身初となる山口県内ホールワンマンツアーを開催。
2018年、山口ゆめ花博応援アーティスト”ゆめ花クリエイターズ”に選ばれる。
2022年、蒲鉾の老舗【白銀】のCMソングを担当。
現在は大阪在住。
大阪城ホールワンマンライブを目標に掲げ、
2026年8月29日にはその一歩目となる初の大阪ホールワンマンライブを開催予定!!",,,https://www.mizumoto-satoshi.com/,,https://www.instagram.com/mizumoto_satosh,,
,ジャグラーみぞん,jugglermizon,,,street,"キャッチコピー""大道芸界の若獅子""
小柄ながらもパワフル。折り紙つきの技術力であらゆる物をジャグリングします！
ジャグリング以外にも、獅子舞や皿回し等の和芸、バランス芸、マジック、イリュージョン、サイエンス、アートバルーン、アクロバット等、多種多様な技を持つマルチエンターテイナーです。
中でも最も得意とするのが、見応えたっぷりのディアボロ（中国ゴマ）！
大道芸界随一のスピードと自由自在に操るディアボロを初めて見る方はどこまで追い切ることができるでしょうか？！
正に獅子の如くパワーと瞬発力を兼ね備えた、ダイナミックなジャグリングショーを目の前でお楽しみください。
2003年 師匠との出会い ジャグリングの基本技を磨く
2005年 京都府立南陽高等学校のマジック部に入部後、ジャグリング部門を新設し、部のジャグラーとして様々なイベント等に出演。個人としても活動を開始。
2008年 大阪市立大学在学期間中に大阪パフォーマーライセンス取得 
2010年 プロとしての活動を本格化
2017年 韓国JAPANWEEK出演（海外公演）、自主ライブ第１回ビーストフォールプロジェクト主催
2018年 韓国公演（海外公演）、自主ライブ第２回ビーストフォールプロジェクト主催
2019年 韓国パフォーマンスコンテスト出場（海外公演）、自主ライブ第３回ビーストフォールプロジェクト主催
2023年 FNS27時間テレビ出演
2025年 COMICDOM CONアテネ(ギリシャ)出演（海外公演）
～賞暦～
第2回大阪フリンジフェスティバル 大阪観光局局長賞（2019/10/23）
第4回アリオ鷲宮大道芸グランプリ夏大会 優勝（2016/8/20）
第12回江ノ島大道芸コンテスト 優勝（2016/6/4）
2015年度シークルパフォーマンスコンテスト 優勝（2015/9/22）
2012年度シークルパフォーマンスコンテスト 優勝（2012/12/2）
AQUA21ストリートパフォーマンスフェスティバルＶＯＬ2 準優勝（2006/03/26）
ふくやま大道芸一発芸コンテスト 入賞（2016/05/14）
THE 激練りパフォーマンスコンテスト 入賞（2006/03）
鶴亀一座最優秀新人賞（2008/08）
～ライセンス～
大阪パフォーマーライセンス取得 (2008年)
東京都公認ヘブンアーティスト取得 (2014年)
江ノ島大道芸パフォーマーライセンス取得 (2016年)
KOBEまちなかパフォーマンスライセンス取得 (2026年)
天保山ストリートパフォーマンスライセンス取得 (2026年)",,,https://www.jugglermizon.com,,https://www.instagram.com/jugglermizon,,
,ウクレレ夫婦ころっけさんど,Ukulele foofu korokke sand,,,music,"バツ2再婚同士のウクレレ夫婦⁡
⁡ウクレレパフォーマンスコンテストHappy賞受賞",,,⁡https://iestcafe.shopinfo.jp/,,https://www.instagram.com/tokkolele/?__d=1%2F,,
,SiB,SiB,,,music,"ソロでHR/HM中心の自作ギターインスト演ってます。たまに歌うことも。主な活動はLiveHouse/barで演奏。
自作曲は各配信サイト、Amazonmusic、AppleMusic、Spotify、AWA、LINEMusicなどで視聴できます。",,,,,https://www.instagram.com/sib_guitarmus1c?igsh=MWJqaDNsNGV5eHZkcA==,,
,下北姫菜,HINA SHIMOKITA,,,music,大阪はライブハウス以外に活動できる場所が少なく、大勢の方に知ってもらいたく応募させていただきました。,,,,,https://www.instagram.com/hina_shimokita/?hl=ja,https://youtube.com/@shimokita.hina.,
,KishiTomo,KishiTomo,,,music,"ギター・ボーカル ”Kishimoto”＆ベース・ボーカル ”Tomoko” のアコースティックデュオです。
関西の音楽フェスやライブハウスで演奏しています。
誰もが一度は聴いたことがあるジャズやブルースのスタンダードナンバーを楽しいトークを織り交ぜながらお届けします♪",,,,https://x.com/KishiTomo_duo,https://www.facebook.com/KishiTomo.duo,https://www.youtube.com/@kishitomo,
,萩原 智世,HAGIWARA TOMOYO,,,music,なし,,,,,https://www.instagram.com/tomo.2101/,,
,酔韻,YO-ING,,,music,2020年大阪にて結成 様々なメンバーチェンジを経て今に至る。 2024年「酔韻 Yo-ing」に改名 Lo-Fi HipHopを基本ベースにJAZZ、SOUL、FUNK、CITYPOPをミックスしたサウンドを生演奏でアウトプット。日常の空気感や感情の揺らぎを、“酔うように響く音”で描き出す。 ライブではグルーヴ重視の演奏と即興性を武器に、ジャンルを越えて観客を巻き込む。 大阪梅田、心斎橋、難波を中心にストリートにて活動中。,,,,,https://www.instagram.com/yo_ing_band/?hl=ja,,
,Kansai Comedy,Kansai Comedy,,,comedy,"Kansai Comedy (KC) is an English-language stand-up comedy community founded in Osaka. We run regular shows at Absinthe Underground (Osaka) and Ki Bar (Kyoto), and host open mics, workshops, and collaborative events for comedians at all levels. Co-founded by Australian comedian and Osaka local Dylan Lamb, KC is built on a community-first ethos — not a club, not a corporation. Website: kansaicomedy.com | Instagram: @kansaicomedy",,,https://www.kansaicomedy.com/,,https://www.instagram.com/kansaicomedy,,
,Ras Tamano,Ras Tamano,,,music,ラスタファリの文化や伝統を羊毛フェルト人形を通して伝えています。,,,,,https://www.instagram.com/ras_tamano,,
,AMBER,AMBER,,,dance,"例えば、コーヒーを飲むように、散歩をするように、映画を観るように、、私達の生活に溶け込んでいる隙間にこそ、時として忘れられないモノに出会ったり、思いもよらず想像を巡らす時間になる。身構えないからこその創造との出会い。
私たちAMBERはダンスを通じて、そんな体験や空間を創りたいと願って日々活動しています。",,,,,https://www.instagram.com/amber_____2022,,
,カラフルな天使たち,Colorful Angels,,,music,"【カラフルな天使たち】は、
視覚障害者が中心のコーラスとピアノのグループです。生まれつき全盲でピアノなど習ったこともないメンバーの
ドラミちゃんが、聞いた音楽を自由に
楽しみ演奏し、昔バンド活動をしていた中途失明のリーダー ヒデの作詞に曲を
つけて歌好きの仲間が集まって次々と
オリジナルの〜幸運を呼ぶ魔法の歌シリーズ〜を生み出しています。
最初は、大阪府の文化芸術コンテストで準グランプリを受賞。オリジナル曲の「ドンマイドンマイ」の歌が大好評でした。地元の大阪市福島区の社会福祉協議会とも強いタッグを組み、イベント活動やボランティア活動にも取り組んでいます。
昨年は大阪・関西万博にも出演。
圧巻のパフォーマンスで多くの観客を
魅了し、大きな反響をいただきました。
目指すは、ドリフターズのような
皆から愛され親しまれるユニークな
チーム。そして、将来1万人の【カラフルな天使たち】で、万博公園を孫と一緒に歌って踊って楽しんでもらえるイベントをすること。歌が下手でも声がイマイチでも大丈夫、音楽は宇宙からの贈り物。歌を楽しむことをモットーに、それぞれのカラフルな個性や音色をむしろ芸術的にとらえ、ここ大阪から垣根の無い世界への楽しいチャレンジです。",,,https://tenshitachi.jp/,,,,
,HARU,HARU,,,street,"オブジェクトmanipulation（物体操作）を専門とするジャグリングパフォーマー兼エデュケーター。
幼少期をグアムで過ごし、大学時代に本格的にジャグリングを開始。数々のステージ経験を経て、2026年4月に自身のソロプロジェクト「Midnight Kobe Automaton（ミッドナイト・コウベ・オートマタ）」をリブート（再始動）させる。
唯一無二の魅力は、確立された「ドール（自動人形）」の世界観と、確かな技術力の融合。
「バレエコア」と「原宿ファッション」を絶妙にミックスした漆黒の髪のハイブリッド・ドールになりきり、糸で操られているかのような精緻な動きから、観客の目を釘付けにするダイナミックなパフォーマンスへと展開する。
【得意とする変幻自在の3大プロップ（道具）】
8本リング：空間に幾何学的な模様を浮かび上がらせる錯視的なアプローチ
・ポイ：流れるような美しい軌道で観客を幻想的な世界へと没入させる表現
・ディアボロ：人形らしからぬ圧倒的な躍動感
とスピード感で魅せる技術
単なる技の披露にとどまらず、音楽と衣装、そして自身の身体表現すべてでひとつのストーリーを構築する、関西発の新進気鋭のパフォーマ一です。",,,https://lit.link/haru_juggling,,https://www.instagram.com/haru_0127_juggling,,
,5＊ SEASON ringohan（鈴御はん）,Ringohan,,,exhibition,"奈良・ならまちの三畳の小さなギャラリー兼アトリエショップを拠点に、歌い、描き、物語を育てている。
歌手として言葉とメロディを届けながら、イラストレーターとして独自のキャラクター世界「しくるちゃんフレンズ」を創作。
白い鹿、やたがらす、身代わり申、猫、カエル——奈良の風景や文化、祈りや記憶の断片から、現代の民話のような存在たちを描いている。
私にとってキャラクターは、消費される記号ではない。
土地の空気をまとい、感情を持ち、物語の中で息をしている“住人”である。
絵の中に現れる彼らは、かわいいだけの存在ではなく、
恋をし、迷い、守り、見守り、空を旅する。
日本の古い意匠や暮らしの中に、そうした新しい物語の住人をそっと住まわせることに惹かれている。
歌も絵も、私にとっては同じ表現だ。
目に見えない感情や祈りを、かたちを変えて届けているだけなのだと思う。
ならまちの片隅から生まれた小さな世界が、
見る人の中でそれぞれの物語として続いていくことを願っている。",,,,,https://www.instagram.com/shikuru_nara,,
,KaRiNKaN-A,KaRiNKaN-A,,,music,"Japanese POPculture musicをコンセプトに
楽曲を制作、パフォーマンスする
ボーカルのKARINとDJabuの二人組ユニット",,,https://www.instagram.com/karinkan_a,,,,
